rainfall_24h,rainfall_72h,elevation,slope,twi,ndwi,ndvi,drainage_capacity,urbanization_index,infrastructure_decay,disaster_unpreparedness,precip_ratio,ponding_hazard,water_contrast,drainage_stress,flood_target
14.4,43.2,18.0,0.37,1.85,0.316,0.806,6.0,5,7,7,2.805,175.717,-0.49,0.24,0
0.0,43.5,72.0,1.1,1.06,0.211,0.718,5.0,6,6,2,43.5,23.292,-0.507,0.0,0
0.0,37.07,85.0,1.3,0.63,0.262,0.482,4.0,1,6,6,37.066,10.744,-0.22,0.0,0
0.0,39.52,7.0,1.45,0.96,0.241,0.355,6.0,3,6,5,39.515,59.895,-0.114,0.0,1
0.0,43.56,6.0,0.82,0.66,0.169,0.57,6.0,4,3,3,43.564,102.198,-0.401,0.0,1
0.0,31.83,41.0,0.81,4.28,0.307,0.718,3.0,7,10,4,31.834,64.728,-0.411,0.0,0
0.0,29.41,15.0,0.12,1.44,0.288,0.558,7.0,4,5,2,29.405,393.635,-0.27,0.0,1
16.27,65.09,4.0,0.46,2.1,0.203,0.565,5.5,4,7,6,3.768,170.293,-0.361,0.296,1
20.03,90.14,33.0,0.12,1.44,0.453,0.835,4.0,1,4,1,4.286,310.277,-0.383,0.501,0
30.73,30.73,15.0,0.35,0.56,0.192,0.273,5.0,6,6,4,0.968,189.815,-0.082,0.615,1
12.0,84.01,18.0,0.33,0.8,0.197,0.297,6.0,5,9,5,6.462,191.456,-0.099,0.2,0
7.93,31.73,25.0,3.21,6.69,0.178,0.566,2.0,3,3,3,3.552,22.648,-0.388,0.397,0
0.0,51.96,5.0,0.16,7.06,0.145,0.656,7.5,4,5,3,51.959,359.642,-0.511,0.0,0
10.23,51.16,38.0,1.17,0.79,0.359,0.75,4.5,9,5,8,4.555,48.972,-0.391,0.227,0
27.15,54.31,343.0,3.94,3.73,0.329,0.308,4.5,3,2,7,1.929,0.0,0.02,0.603,0
74.13,74.13,63.0,4.52,3.68,0.266,0.455,6.0,3,5,4,0.987,8.011,-0.189,1.235,0
33.83,33.83,268.0,5.64,1.91,0.261,0.772,3.0,10,4,5,0.971,0.0,-0.511,1.128,0
12.72,89.02,18.0,0.16,2.54,0.259,0.412,4.5,3,4,4,6.49,310.432,-0.154,0.283,1
47.51,47.51,49.0,0.58,2.83,0.273,0.56,5.0,5,2,2,0.979,74.847,-0.287,0.95,0
5.92,41.43,36.0,0.82,0.29,0.133,0.541,9.0,5,8,8,5.988,69.477,-0.408,0.066,0
12.72,89.02,14.0,0.26,2.08,0.254,0.466,5.5,10,2,4,6.49,239.316,-0.212,0.231,1
20.06,20.06,13.0,0.26,1.89,0.019,0.108,5.0,8,5,2,0.953,242.093,-0.088,0.401,1
0.0,0.0,4.0,0.42,1.16,0.267,0.404,4.0,6,3,5,0.0,184.97,-0.137,0.0,1
11.15,33.77,5.0,0.26,7.36,0.103,0.619,2.0,8,3,8,2.78,264.366,-0.516,0.557,1
0.0,29.81,165.0,1.35,0.3,0.207,0.58,6.0,4,8,4,29.805,0.0,-0.372,0.0,0
0.0,15.91,2.0,0.12,1.43,0.197,0.282,4.5,3,4,6,15.906,452.932,-0.085,0.0,1
0.0,35.34,88.0,0.78,0.1,0.409,0.85,4.0,2,2,4,35.34,13.663,-0.441,0.0,0
19.6,98.01,15.0,0.26,3.93,0.239,0.229,5.0,3,6,4,4.757,236.016,0.01,0.392,0
0.0,76.27,3.0,0.23,0.97,0.081,0.619,6.5,5,4,2,76.273,292.282,-0.539,0.0,1
10.9,76.29,15.0,0.23,5.41,0.129,0.256,6.0,6,7,3,6.412,255.702,-0.127,0.182,1
0.0,48.73,5.0,0.16,13.25,0.064,0.221,9.0,5,7,1,48.728,359.604,-0.158,0.0,1
23.39,93.57,5.0,0.12,1.44,0.165,0.411,3.0,3,4,4,3.836,439.945,-0.246,0.78,1
32.54,45.11,5.0,0.01,3.4,-0.183,-0.162,4.0,3,3,3,1.345,863.636,-0.021,0.813,1
20.35,40.69,11.0,0.37,2.19,0.191,0.241,4.0,8,6,4,1.906,190.432,-0.05,0.509,1
47.31,62.2,34.0,0.42,0.38,0.24,0.374,8.5,7,3,8,1.288,127.331,-0.134,0.557,0
0.0,19.61,24.0,0.35,3.19,0.45,0.819,7.5,3,6,2,19.606,169.569,-0.369,0.0,0
0.0,0.0,442.0,2.96,0.27,0.216,0.744,6.0,7,2,7,0.0,0.0,-0.528,0.0,0
36.61,50.32,5.0,0.01,2.95,0.178,0.254,3.5,7,8,2,1.338,863.636,-0.076,1.046,1
29.56,29.56,3.0,0.26,3.41,0.15,0.42,3.0,2,6,3,0.967,269.911,-0.27,0.985,1
0.0,49.92,1009.0,6.9,2.33,0.426,0.748,3.5,3,7,10,49.916,0.0,-0.322,0.0,0
56.34,69.3,7.0,0.33,2.48,0.207,0.366,8.0,3,5,8,1.209,217.115,-0.159,0.704,1
10.24,51.19,6.0,1.3,3.67,0.107,0.619,10.0,3,8,6,4.555,67.266,-0.512,0.102,0
3.95,27.62,99.0,1.32,3.89,0.23,0.522,3.0,4,4,6,5.585,0.702,-0.293,0.132,0
8.04,80.37,5.0,0.23,2.4,0.131,0.435,4.0,6,7,6,8.893,285.703,-0.304,0.201,1
15.23,15.23,3.0,0.48,2.91,-0.032,0.619,5.5,1,4,3,0.938,167.525,-0.652,0.277,1
17.48,36.98,13.0,0.58,7.43,0.356,0.768,4.5,5,3,7,2.002,127.788,-0.412,0.388,0
7.98,79.8,35.0,0.37,0.69,0.256,0.583,6.0,7,8,6,8.886,139.271,-0.327,0.133,0
20.87,83.49,6.0,0.23,1.31,0.266,0.547,3.0,6,2,7,3.817,283.242,-0.281,0.696,0
0.0,50.89,1.0,0.33,6.29,0.18,0.577,7.5,7,2,6,50.887,231.07,-0.397,0.0,1
11.73,82.12,14.0,0.26,1.33,0.248,0.191,3.0,9,6,3,6.45,239.31,0.057,0.391,1
22.45,53.22,11.0,0.12,2.62,0.178,0.522,3.5,2,1,6,2.27,412.159,-0.344,0.641,0
0.0,0.0,12.0,0.37,0.85,0.122,0.39,4.5,4,4,5,0.0,188.568,-0.269,0.0,0
0.0,10.51,2.0,0.12,1.43,0.155,0.404,3.0,4,6,3,10.514,453.108,-0.25,0.0,0
0.0,14.53,40.0,0.93,4.39,0.209,0.391,5.0,4,5,4,14.531,58.399,-0.182,0.0,0
0.0,0.0,1.0,0.12,5.13,0.014,0.619,4.5,4,5,5,0.0,457.605,-0.606,0.0,1
0.0,2.7,0.0,0.47,2.86,0.125,0.195,5.5,4,3,3,2.697,176.797,-0.07,0.0,1
0.0,0.0,100.0,4.76,0.05,-0.049,0.44,4.0,4,6,1,0.0,0.0,-0.489,0.0,1
55.5,76.89,7.0,0.37,0.69,0.215,0.505,3.5,3,4,3,1.361,199.113,-0.289,1.586,1
28.49,56.99,8.0,0.26,0.85,0.126,0.195,5.0,8,6,3,1.932,255.606,-0.069,0.57,1
11.07,88.57,20.0,0.01,2.14,0.224,0.508,6.0,8,10,4,7.337,727.273,-0.284,0.185,0
39.33,39.33,53.0,2.07,1.56,0.303,0.731,5.5,4,3,4,0.975,21.682,-0.428,0.715,0
21.49,75.2,6.0,0.23,0.75,0.101,0.005,3.5,7,6,4,3.344,283.242,0.096,0.614,1
0.0,0.0,1.0,0.23,1.66,0.128,0.619,7.5,6,9,4,0.0,297.697,-0.491,0.0,1
7.45,74.51,2.0,0.48,2.03,0.087,0.619,3.5,7,5,4,8.817,169.227,-0.532,0.213,1
0.0,17.05,11.0,0.16,5.68,0.088,0.001,4.5,4,2,7,17.048,336.916,0.087,0.0,1
0.0,90.96,1363.0,2.25,5.43,0.256,0.812,7.5,7,2,6,90.956,0.0,-0.556,0.0,0
9.14,91.43,18.0,1.17,5.28,0.22,0.551,3.5,5,3,7,9.014,64.821,-0.331,0.261,1
0.0,0.0,14.0,0.26,5.75,0.45,0.853,3.5,2,2,3,0.0,238.809,-0.402,0.0,0
30.73,30.73,19.0,0.12,2.35,0.192,0.188,4.5,9,9,3,0.968,374.64,0.004,0.683,1
0.0,27.03,3.0,0.49,1.17,0.194,0.254,3.0,5,5,5,27.031,163.801,-0.06,0.0,1
7.95,79.47,6.0,0.26,4.6,0.141,0.321,6.5,3,5,8,8.882,261.228,-0.18,0.122,1
0.0,0.0,2.0,0.82,0.73,0.089,0.619,6.5,4,9,3,0.0,106.226,-0.53,0.0,1
0.0,17.05,11.0,0.35,3.28,-0.042,-0.02,3.0,7,8,3,17.048,198.747,-0.022,0.0,1
39.01,87.78,19.0,0.74,9.46,0.295,0.33,3.0,5,4,6,2.194,96.033,-0.035,1.3,0
13.14,65.72,4.0,0.16,3.03,0.119,0.014,6.0,6,4,2,4.647,363.255,0.105,0.219,1
11.73,82.12,13.0,0.23,0.97,0.275,0.435,3.0,5,2,7,6.45,262.15,-0.16,0.391,1
0.0,39.02,2.0,0.42,7.63,0.115,0.619,3.5,8,8,8,39.018,189.006,-0.504,0.0,1
37.32,37.32,3.0,0.37,5.02,0.104,0.294,4.0,5,6,5,0.974,207.82,-0.19,0.933,1
6.98,69.76,6.0,0.71,0.32,0.275,0.673,2.5,7,5,3,8.746,116.478,-0.399,0.279,0
7.27,47.09,14.0,0.23,10.63,0.237,0.499,3.5,4,7,9,5.696,258.633,-0.262,0.208,0
0.0,5.12,29.0,0.12,2.13,0.463,0.749,5.0,5,5,4,5.122,328.052,-0.286,0.0,0
8.11,32.44,319.0,0.01,4.89,0.029,0.102,1.5,7,5,2,3.561,0.0,-0.073,0.541,0
23.76,95.04,20.0,0.23,3.27,0.37,0.729,3.0,7,6,7,3.838,241.057,-0.359,0.792,0
8.52,59.61,7.0,0.71,0.04,0.301,-0.051,3.0,3,4,6,6.264,115.246,0.352,0.284,1
0.0,41.23,57.0,0.48,0.58,0.151,0.374,4.5,3,1,5,41.234,74.377,-0.222,0.0,1
0.0,51.11,5.0,0.23,0.74,-0.027,0.619,3.0,7,10,5,51.107,285.774,-0.646,0.0,1
38.99,38.99,12.0,0.99,0.1,0.345,0.732,5.0,3,6,6,0.975,80.526,-0.388,0.78,0
0.0,41.31,11.0,0.23,2.49,0.502,0.833,3.0,7,4,9,41.313,267.975,-0.331,0.0,0
0.0,45.76,5.0,0.37,4.51,0.234,0.558,5.0,7,4,1,45.762,203.547,-0.324,0.0,1
0.0,0.0,18.0,0.47,0.05,0.3,0.74,5.0,3,5,4,0.0,145.107,-0.44,0.0,0
30.63,30.63,11.0,0.16,1.09,0.203,0.317,5.0,7,4,7,0.968,336.913,-0.114,0.613,1
0.0,34.73,319.0,0.01,4.99,0.045,0.498,5.0,6,2,10,34.732,0.0,-0.453,0.0,0
0.0,60.94,8.0,0.46,0.05,0.103,0.184,6.5,6,9,6,60.941,163.197,-0.081,0.0,1
8.94,62.61,36.0,0.35,3.24,0.233,0.385,3.0,3,6,3,6.296,142.666,-0.152,0.298,1
17.4,17.4,9.0,0.33,2.38,0.024,0.186,2.5,7,4,3,0.946,212.445,-0.163,0.696,1
0.0,70.9,340.0,1.72,0.99,0.294,0.824,5.5,7,6,5,70.897,0.0,-0.53,0.0,0
0.0,28.69,53.0,0.78,5.82,0.345,0.66,2.0,7,3,6,28.695,53.386,-0.314,0.0,0
0.0,0.0,5.0,0.96,1.44,0.078,0.448,5.5,5,2,9,0.0,89.954,-0.37,0.0,1
9.14,63.99,16.0,0.26,0.63,0.288,0.572,4.0,3,9,8,6.31,233.454,-0.284,0.229,0
8.76,52.53,3.0,0.37,2.59,0.077,0.619,5.5,7,3,6,5.385,207.589,-0.542,0.159,1
22.96,45.93,105.0,2.45,1.42,0.29,0.683,5.5,1,4,7,1.917,0.0,-0.393,0.418,0
0.0,0.0,75.0,1.75,5.37,0.367,0.776,5.0,7,4,8,0.0,13.484,-0.409,0.0,0
0.0,46.14,9.0,0.12,4.37,0.015,0.071,6.0,2,8,6,46.139,420.856,-0.056,0.0,1
13.38,13.38,3.0,0.33,1.78,0.042,0.619,4.0,9,2,8,0.93,226.462,-0.577,0.334,1
18.77,75.08,10.0,0.16,3.14,0.24,0.474,5.5,5,4,5,3.798,340.732,-0.234,0.341,0
5.54,55.36,13.0,0.48,2.99,0.128,0.148,5.0,6,2,3,8.47,150.116,-0.021,0.111,1
45.84,57.34,4.0,0.01,7.41,0.269,0.691,9.0,6,5,7,1.224,872.727,-0.422,0.509,0
0.0,0.0,3.0,0.12,2.0,0.148,0.619,7.0,3,7,2,0.0,449.207,-0.471,0.0,1
0.0,34.54,4.0,0.35,0.56,0.299,0.603,4.5,5,3,4,34.542,214.177,-0.305,0.0,1
8.53,76.76,6.0,0.26,1.04,0.11,0.619,4.0,9,4,5,8.056,261.578,-0.509,0.213,1
22.96,45.93,103.0,1.3,2.81,0.263,0.731,3.5,10,7,6,1.917,0.0,-0.468,0.656,0
9.33,83.98,8.0,0.26,2.68,0.234,0.135,4.5,1,6,3,8.129,255.734,0.098,0.207,1
0.0,22.99,159.0,1.64,0.04,0.215,0.772,3.5,2,2,4,22.985,0.0,-0.557,0.0,0
8.34,75.03,10.0,0.48,7.45,0.324,0.309,4.0,8,7,8,8.036,155.689,0.015,0.208,1
11.85,82.98,24.0,0.37,3.01,0.445,0.779,4.5,6,7,8,6.455,162.748,-0.334,0.263,0
0.0,12.95,6.0,0.37,0.98,0.131,0.546,5.5,6,7,1,12.945,201.415,-0.415,0.0,0
0.0,113.0,1477.0,7.84,2.32,0.207,0.806,2.0,4,7,8,113.003,0.0,-0.599,0.0,0
0.0,80.52,35.0,0.68,0.08,0.257,0.298,4.0,1,6,3,80.522,83.645,-0.041,0.0,0
9.32,55.91,7.0,0.16,1.09,0.203,0.214,3.5,1,1,7,5.419,352.024,-0.011,0.266,1
8.09,56.66,170.0,1.77,1.53,0.25,0.685,5.5,3,5,9,6.23,0.0,-0.435,0.147,0
0.0,0.0,61.0,0.48,0.42,0.192,0.774,4.5,3,1,8,0.0,67.242,-0.582,0.0,0
17.04,68.15,5.0,0.48,1.58,0.043,0.619,7.5,6,5,3,3.778,164.339,-0.576,0.227,1
22.17,66.52,2.0,0.16,4.59,0.067,0.002,7.0,5,3,7,2.871,370.856,0.065,0.317,1
0.0,11.44,354.0,0.68,9.17,0.326,0.56,2.5,3,2,6,11.441,0.0,-0.235,0.0,0
7.71,46.27,90.0,1.15,6.29,0.234,0.479,4.5,3,7,3,5.311,8.005,-0.245,0.171,1
10.39,51.93,50.0,2.25,1.35,0.364,0.749,6.5,3,5,5,4.561,21.254,-0.384,0.16,0
22.14,22.14,35.0,0.12,1.66,0.349,0.761,3.5,2,1,7,0.957,300.647,-0.412,0.633,0
14.27,71.34,3.0,0.42,1.98,0.023,0.037,5.5,5,4,6,4.673,186.862,-0.014,0.259,1
16.05,40.14,1139.0,8.15,7.55,0.252,0.366,5.0,5,8,4,2.353,0.0,-0.114,0.321,0
0.0,0.0,5.0,0.42,0.38,0.085,0.619,4.0,2,5,5,0.0,183.291,-0.534,0.0,1
8.34,75.03,10.0,0.12,2.89,0.325,0.224,3.0,5,8,4,8.036,416.79,0.101,0.278,1
0.0,101.6,17.0,0.66,5.38,0.275,0.772,5.5,4,8,3,101.603,109.763,-0.497,0.0,0
0.0,30.47,0.0,0.35,1.04,0.203,0.38,3.5,4,6,5,30.47,223.312,-0.177,0.0,0
0.0,65.22,9.0,0.33,0.4,0.255,0.511,5.0,3,4,6,65.22,212.574,-0.256,0.0,1
0.0,67.09,1.0,0.23,7.17,0.205,0.482,4.5,2,2,7,67.092,298.308,-0.277,0.0,1
0.0,0.0,2.0,0.16,3.81,0.171,0.596,5.0,1,3,6,0.0,370.894,-0.426,0.0,1
5.22,31.3,85.0,1.47,2.98,0.144,0.3,6.0,4,7,4,5.035,9.539,-0.155,0.087,0
6.03,54.24,19.0,0.48,0.02,0.21,0.395,6.5,2,5,4,7.719,139.79,-0.186,0.093,1
4.67,37.37,153.0,0.89,1.11,0.216,0.618,7.5,7,3,5,6.589,0.0,-0.402,0.062,0
20.61,20.61,3.0,0.26,1.04,-0.009,0.619,2.0,5,7,3,0.954,269.88,-0.629,1.03,0
35.54,35.54,5.0,0.01,2.95,-0.194,0.619,4.0,4,3,7,0.973,863.636,-0.813,0.888,1
0.0,0.0,30.0,0.96,2.99,0.178,0.687,4.5,5,5,10,0.0,66.282,-0.509,0.0,0
0.0,0.0,135.0,0.74,0.14,0.226,0.591,5.0,5,6,3,0.0,0.0,-0.365,0.0,0
7.36,66.26,20.0,0.23,2.0,0.247,0.503,4.5,4,4,5,7.924,241.057,-0.256,0.164,0
0.0,16.24,17.0,0.16,1.9,0.081,0.183,5.5,6,3,5,16.236,314.21,-0.102,0.0,1
0.0,16.0,12.0,0.26,1.81,0.293,0.659,5.0,2,8,3,16.0,244.489,-0.366,0.0,0
10.89,40.96,174.0,3.44,4.9,0.213,0.633,1.0,6,5,5,3.444,0.0,-0.42,1.089,0
33.73,33.73,10.0,0.16,3.39,-0.135,0.136,5.5,10,2,3,0.971,340.696,-0.271,0.613,1
15.03,15.03,10.0,0.16,1.65,0.001,-0.063,6.5,9,10,6,0.938,340.7,0.064,0.231,1
15.16,45.48,19.0,0.16,7.31,0.34,0.811,3.0,4,7,3,2.814,306.768,-0.471,0.505,0
18.77,75.08,14.0,0.42,1.25,0.231,0.379,3.0,8,5,8,3.798,165.932,-0.148,0.626,0
11.0,99.01,8.0,0.7,11.77,0.289,0.514,4.0,2,4,2,8.25,115.638,-0.225,0.275,1
0.0,35.92,12.0,0.16,2.1,0.127,0.376,4.5,8,6,7,35.923,333.137,-0.248,0.0,1
44.64,57.02,7.0,0.58,5.1,0.274,0.608,3.0,1,8,3,1.249,136.833,-0.334,1.488,0
36.46,48.08,29.0,0.81,4.94,0.31,0.483,6.0,4,6,6,1.283,77.733,-0.173,0.608,0
0.0,40.44,3.0,0.42,2.85,0.259,0.596,6.0,9,5,1,40.44,187.147,-0.337,0.0,1
39.83,39.83,24.0,0.33,2.48,0.36,0.676,4.5,4,6,2,0.976,177.385,-0.316,0.885,0
11.81,43.37,4.0,0.62,2.46,0.172,0.619,4.5,4,2,8,3.385,132.505,-0.447,0.262,1
5.28,42.24,14.0,0.16,4.6,0.215,0.57,4.5,4,1,6,6.726,325.336,-0.355,0.117,0
9.66,86.97,9.0,0.33,0.4,0.295,0.348,3.0,7,2,10,8.156,212.456,-0.053,0.322,1
12.71,92.01,11.0,0.42,2.13,0.212,0.543,5.0,5,9,7,6.713,171.666,-0.332,0.254,0
0.0,37.1,10.0,0.26,2.19,0.431,0.845,6.5,1,8,5,37.104,250.486,-0.414,0.0,0
0.0,0.0,27.0,0.46,1.15,0.25,0.431,3.0,3,9,4,0.0,129.493,-0.181,0.0,0
22.55,90.21,9.0,0.16,1.65,0.376,0.782,6.5,5,5,1,3.83,344.633,-0.406,0.347,0
54.09,81.14,18.0,0.26,6.64,0.276,0.847,6.5,7,8,5,1.473,228.227,-0.571,0.832,0
0.0,0.0,1154.0,3.78,3.65,0.261,0.673,2.0,9,4,6,0.0,0.0,-0.412,0.0,0
0.0,110.89,14.0,0.26,0.63,0.202,0.526,6.0,9,5,2,110.893,239.246,-0.324,0.0,0
0.0,39.27,5.0,0.42,0.97,0.154,0.619,5.0,4,6,7,39.266,183.346,-0.466,0.0,1
20.61,20.61,4.0,0.23,1.15,0.041,0.082,6.5,5,7,4,0.954,289.269,-0.042,0.317,1
26.03,52.06,192.0,6.17,2.06,0.173,0.223,5.0,3,1,4,1.926,0.0,-0.05,0.521,0
15.22,45.66,1.0,0.37,2.87,0.227,0.49,6.5,8,4,4,2.815,212.148,-0.263,0.234,1
11.99,83.91,31.0,0.37,2.27,0.285,0.575,7.5,10,3,5,6.461,147.636,-0.29,0.16,0
20.89,83.57,21.0,0.58,0.84,0.193,0.732,5.0,4,2,9,3.817,116.158,-0.539,0.418,0
7.05,43.71,8.0,0.16,1.09,0.229,0.247,6.0,3,3,3,5.429,348.25,-0.018,0.118,1
0.0,48.08,10.0,0.16,3.04,0.381,0.815,8.0,7,5,5,48.078,340.842,-0.434,0.0,0
0.0,0.0,120.0,1.83,1.66,0.407,0.67,5.0,3,4,6,0.0,0.0,-0.263,0.0,0
6.04,34.97,5.0,0.01,3.15,0.239,0.289,6.0,5,4,9,4.966,863.636,-0.049,0.101,1
23.96,59.9,9.0,0.26,2.24,0.224,0.254,7.5,3,5,7,2.4,252.831,-0.03,0.319,1
47.78,47.78,1.0,0.59,2.39,0.05,0.124,4.0,4,6,3,0.979,143.227,-0.075,1.194,1
22.67,90.67,13.0,0.48,5.33,0.412,0.752,4.5,4,6,6,3.831,150.396,-0.34,0.504,0
0.0,35.96,119.0,1.4,6.13,0.151,0.466,4.5,8,6,3,35.963,0.0,-0.314,0.0,0
11.01,88.06,10.0,0.33,10.68,0.255,0.483,3.0,4,9,1,7.334,210.128,-0.228,0.367,1
0.0,16.11,12.0,0.33,4.67,0.047,0.121,5.5,10,6,4,16.112,205.452,-0.074,0.0,1
7.4,29.62,319.0,0.01,3.4,0.029,0.11,4.5,5,6,4,3.524,0.0,-0.081,0.165,0
0.0,103.22,321.0,0.12,1.44,0.154,0.436,5.5,4,5,6,103.217,0.0,-0.282,0.0,1
9.62,76.93,18.0,1.4,1.06,0.349,0.484,4.0,3,6,5,7.246,54.761,-0.135,0.24,0
19.88,19.88,5.0,0.12,5.34,0.193,0.552,6.5,4,5,9,0.952,439.945,-0.36,0.306,0
18.49,49.31,144.0,0.16,1.31,0.262,0.681,6.0,5,8,9,2.53,0.0,-0.419,0.308,0
7.92,63.33,10.0,0.16,13.24,0.347,0.362,4.5,3,6,2,7.103,340.687,-0.014,0.176,1
18.2,54.61,79.0,1.3,9.86,0.271,0.763,6.5,5,5,5,2.844,15.007,-0.491,0.28,0
13.8,13.8,53.0,0.42,0.15,0.411,0.744,3.0,5,2,3,0.932,90.607,-0.333,0.46,0
0.0,0.0,22.0,0.59,5.14,0.184,0.401,5.5,4,4,6,0.0,112.598,-0.217,0.0,0
12.26,44.84,5.0,0.12,8.01,0.245,0.619,4.5,4,6,4,3.381,439.43,-0.374,0.272,1
6.67,40.33,5.0,0.35,2.76,0.068,0.077,4.5,6,3,4,5.261,211.722,-0.009,0.148,1
45.84,57.34,5.0,0.12,3.31,0.215,0.426,5.0,5,9,4,1.224,439.294,-0.211,0.917,1
9.05,72.41,54.0,1.77,1.57,0.184,0.718,5.0,1,7,2,7.204,24.563,-0.534,0.181,0
0.0,42.97,1822.0,0.48,1.2,0.259,0.801,4.0,10,3,7,42.966,0.0,-0.542,0.0,0
24.83,99.32,13.0,0.16,2.6,0.429,0.808,5.0,4,4,5,3.845,329.479,-0.378,0.497,0
40.89,51.39,12.0,0.26,1.33,0.188,0.35,5.0,5,6,6,1.227,244.868,-0.161,0.818,1
23.39,93.57,4.0,0.42,1.17,0.022,0.619,5.0,3,6,5,3.836,185.096,-0.597,0.468,1
0.0,0.0,7.0,0.23,1.3,0.385,0.562,5.5,10,5,7,0.0,279.546,-0.177,0.0,0
0.0,0.0,41.0,3.3,0.95,0.374,0.786,5.5,3,9,6,0.0,17.376,-0.412,0.0,0
11.49,68.92,13.0,0.26,1.33,0.172,0.114,3.5,7,3,2,5.519,241.843,0.058,0.328,1
0.0,69.7,9.0,2.0,2.23,0.236,0.883,5.0,5,7,2,69.695,43.426,-0.648,0.0,0
6.92,27.66,14.0,0.74,4.04,0.353,0.773,5.5,3,2,8,3.495,101.954,-0.42,0.126,0
7.92,63.33,5.0,0.01,2.37,0.323,0.252,4.5,6,6,3,7.103,863.636,0.07,0.176,1
41.76,54.4,84.0,2.39,1.41,0.258,0.732,6.5,1,5,2,1.272,6.423,-0.474,0.642,0
12.72,89.02,18.0,0.26,1.19,0.272,0.437,2.5,4,3,3,6.49,228.185,-0.165,0.509,1
17.79,71.14,3.0,0.16,2.01,0.065,0.315,4.0,5,7,6,3.787,367.247,-0.251,0.445,1
0.0,85.03,16.0,0.93,0.45,0.235,0.283,6.0,6,4,6,85.029,81.183,-0.048,0.0,0
22.17,66.52,1.0,0.48,5.84,-0.036,0.619,7.0,4,6,1,2.871,170.797,-0.655,0.317,0
11.62,46.5,10.0,1.15,4.87,0.095,0.307,6.0,6,4,6,3.683,72.197,-0.212,0.194,0
0.0,67.9,14.0,0.68,2.03,0.334,0.674,5.0,9,6,3,67.902,110.752,-0.34,0.0,0
16.29,32.57,6.0,0.49,3.09,0.077,0.401,7.5,5,5,2,1.884,158.674,-0.325,0.217,1
36.75,110.26,14.0,0.16,3.14,0.337,0.748,3.0,3,5,4,2.921,325.69,-0.411,1.225,0
6.77,74.46,4.0,0.26,1.19,0.132,0.305,5.5,4,4,3,9.584,266.784,-0.173,0.123,1
5.53,60.84,84.0,4.14,0.79,0.218,0.582,7.0,8,2,9,9.316,3.771,-0.363,0.079,0
0.0,0.0,8.0,0.71,0.19,0.324,0.485,5.0,6,7,6,0.0,114.251,-0.161,0.0,0
3.95,27.62,26.0,1.62,4.93,0.208,0.547,3.5,4,3,3,5.585,43.019,-0.339,0.113,0
16.36,16.36,12.0,0.26,0.63,0.008,0.287,6.0,6,5,4,0.942,244.613,-0.28,0.273,1
0.0,30.77,10.0,0.91,0.89,0.202,0.719,9.0,4,3,6,30.771,89.4,-0.517,0.0,0
23.96,59.9,9.0,0.26,5.58,0.144,0.236,3.5,6,6,7,2.4,252.834,-0.092,0.685,1
7.05,43.71,6.0,0.35,6.57,0.262,0.543,2.5,3,7,4,5.429,209.482,-0.28,0.282,0
0.0,51.11,3.0,0.48,3.46,0.196,0.787,5.5,9,2,6,51.107,167.501,-0.591,0.0,0
0.0,27.03,8.0,0.16,1.09,0.194,0.407,4.5,6,7,7,27.031,348.398,-0.213,0.0,1
12.3,49.19,6.0,0.23,3.98,0.085,0.269,3.5,2,3,6,3.699,282.585,-0.184,0.351,1
24.73,49.46,4.0,0.37,1.38,0.074,0.134,4.5,6,3,5,1.922,205.212,-0.06,0.55,1
8.34,75.03,5.0,0.23,3.31,0.354,0.26,6.0,4,4,10,8.036,286.255,0.094,0.139,1
0.0,2.56,8.0,0.16,1.09,0.232,0.51,4.0,7,8,4,2.564,348.095,-0.278,0.0,0
9.32,55.91,9.0,0.12,3.98,0.225,0.276,5.5,5,4,4,5.419,420.797,-0.051,0.169,1
0.0,11.75,1.0,0.58,0.05,0.154,0.619,3.5,4,6,2,11.751,145.375,-0.465,0.0,1
0.0,46.14,14.0,0.52,0.5,0.077,0.051,5.0,10,3,7,46.139,138.824,0.026,0.0,1
0.0,44.74,1.0,0.37,0.29,0.171,0.716,3.5,4,4,3,44.741,212.12,-0.545,0.0,0
7.91,63.3,122.0,2.18,1.44,0.31,0.817,3.5,3,6,4,7.102,0.0,-0.507,0.226,0
7.44,22.32,18.0,2.26,0.17,0.096,0.513,5.5,3,5,6,2.645,34.695,-0.417,0.135,0
26.57,79.72,4.0,0.35,0.34,0.18,0.08,6.5,4,3,7,2.891,214.379,0.1,0.409,1
7.4,36.98,319.0,0.01,3.4,0.037,0.046,4.5,6,7,2,4.404,0.0,-0.009,0.164,0
14.88,45.68,7.0,0.48,5.81,0.111,0.245,2.0,5,3,7,2.876,160.888,-0.134,0.744,1
0.0,0.0,8.0,0.48,4.57,0.12,0.401,3.5,3,1,4,0.0,159.156,-0.281,0.0,1
7.92,63.33,5.0,0.01,2.37,0.184,0.157,5.0,4,6,7,7.103,863.636,0.028,0.158,1
22.22,99.99,31.0,0.59,1.31,0.418,0.802,4.0,4,4,4,4.306,99.831,-0.383,0.556,0
8.74,26.22,19.0,0.16,10.24,0.371,0.779,7.0,6,6,3,2.692,306.642,-0.408,0.125,0
0.0,97.37,8.0,0.12,2.62,0.28,0.757,9.0,5,3,6,97.367,425.78,-0.477,0.0,0
