rainfall_24h,rainfall_72h,elevation,slope,twi,ndwi,ndvi,drainage_capacity,urbanization_index,infrastructure_decay,disaster_unpreparedness,flow_accumulation,roughness,flood_probability,flood_target
12.11,72.66,47.0,0.78,0.23,0.312,0.515,9.0,5,8,8,1.0,0.06,0.2705,0
0.0,0.0,1.0,0.12,1.84,0.192,0.377,5.5,10,2,4,1.0,0.06,0.2093,1
25.49,101.98,22.0,1.98,0.68,0.357,0.81,5.0,8,5,2,4.0,0.06,0.4336,0
14.7,58.82,4.0,0.46,1.66,0.245,0.695,4.0,6,3,5,1.0,0.06,0.3014,1
57.78,70.39,29.0,0.48,4.9,0.191,0.492,2.0,8,3,8,1.0,0.06,0.5041,0
0.0,39.09,935.0,2.03,4.29,0.271,0.617,6.0,4,8,4,1.0,0.06,0.139,0
10.23,51.13,335.0,2.35,1.9,0.328,0.7,4.5,3,4,6,1.0,0.06,0.1505,0
46.54,66.45,4.0,0.12,4.99,0.047,0.619,4.0,2,2,4,1.0,0.06,0.389,1
0.0,34.32,12.0,0.48,0.58,0.262,0.406,5.0,3,6,4,1.0,0.1,0.1806,0
37.34,37.34,9.0,0.35,0.34,0.004,0.144,6.5,5,4,2,1.0,0.013,0.2959,1
10.38,41.53,319.0,0.0,6.41,0.11,0.093,6.0,6,7,3,1.0,0.06,0.1888,0
7.66,38.86,11.0,2.65,1.04,0.094,0.619,9.0,5,7,1,1.0,0.1,0.2268,0
0.0,0.0,7.0,0.26,5.86,0.294,0.506,3.0,3,4,4,1.0,0.06,0.1671,0
42.52,54.17,24.0,0.52,0.95,0.282,0.733,4.0,3,3,3,1.0,0.06,0.314,0
21.66,43.32,3.0,0.78,3.75,0.164,0.211,4.0,8,6,4,1.0,0.06,0.335,1
0.0,56.02,34.0,0.99,0.47,0.323,0.819,8.5,7,3,8,1.0,0.06,0.2423,0
0.0,95.9,10.0,0.16,3.57,0.242,0.318,7.5,3,6,2,1.0,0.06,0.3074,0
0.0,34.46,19.0,0.26,0.63,0.347,0.705,6.0,7,2,7,5.0,0.06,0.2158,0
20.87,83.49,6.0,0.35,2.78,0.294,0.667,3.5,7,8,2,1.0,0.06,0.3943,0
11.07,88.57,18.0,0.42,0.56,0.178,0.517,3.0,2,6,3,1.0,0.06,0.2814,0
56.34,69.3,18.0,0.63,2.17,0.231,0.494,3.5,3,7,10,2.0,0.013,0.4039,0
17.24,68.96,18.0,0.58,1.08,0.258,0.158,8.0,3,5,8,1.0,0.06,0.2774,0
0.0,47.61,23.0,0.49,4.02,0.445,0.815,11.0,3,8,6,2.0,0.013,0.2169,0
9.94,69.61,8.0,0.12,4.16,0.342,0.38,3.0,4,4,6,3.0,0.06,0.3025,1
7.21,21.63,0.0,0.74,1.04,0.007,0.619,4.0,6,7,6,1.0,0.06,0.2141,0
13.08,91.56,13.0,0.49,1.5,0.217,0.611,5.5,1,4,3,1.0,0.06,0.2911,0
44.08,55.59,9.0,1.41,0.38,0.32,0.741,4.5,5,3,7,2.0,0.06,0.3531,0
24.34,56.8,103.0,0.58,4.48,0.294,0.667,6.0,7,8,6,2.0,0.06,0.2984,0
15.92,27.84,32.0,0.49,0.22,0.394,0.649,3.0,6,2,7,1.0,0.06,0.2218,0
0.0,44.92,156.0,0.37,5.98,0.166,0.427,7.5,7,2,6,1.0,0.013,0.1995,0
6.62,66.17,7.0,0.35,4.37,0.102,0.294,3.0,9,6,3,1.0,0.06,0.3543,1
0.0,55.51,105.0,1.31,6.32,0.356,0.811,3.5,2,1,6,1.0,0.013,0.194,0
12.26,44.84,3.0,0.37,2.51,0.142,0.619,4.5,4,4,5,1.0,0.06,0.2523,1
34.09,45.55,5.0,0.35,2.09,0.192,0.479,3.0,4,6,3,1.0,0.06,0.3075,1
0.0,0.0,319.0,0.0,3.4,-0.043,0.042,5.0,4,5,4,1.0,0.06,0.0976,0
17.48,43.7,24.0,0.71,7.52,0.183,0.429,4.5,4,5,5,1.0,0.06,0.2911,0
10.44,73.05,26.0,0.52,0.75,0.261,0.498,5.5,4,3,3,1.0,0.1,0.2715,0
33.73,33.73,10.0,0.23,10.34,-0.052,0.002,4.0,4,6,1,1.0,0.06,0.3516,1
11.1,66.58,10.0,0.26,5.03,0.401,0.837,3.5,3,4,3,2.0,0.06,0.2933,0
11.1,66.58,12.0,0.23,0.97,0.426,0.818,5.0,8,6,3,1.0,0.1,0.3213,0
15.79,47.38,14.0,0.12,3.14,0.185,0.884,6.0,8,10,4,5.0,0.06,0.3135,0
33.07,49.61,24.0,0.71,0.64,0.221,0.606,5.5,4,3,4,1.0,0.06,0.2885,0
11.01,88.06,13.0,0.16,6.38,0.323,0.691,3.5,7,6,4,1.0,0.013,0.4025,0
20.71,93.18,1.0,0.23,6.76,0.286,0.621,7.5,6,9,4,1.0,0.06,0.4435,1
8.03,32.12,319.0,0.0,2.7,-0.02,0.052,3.5,7,5,4,2.0,0.06,0.1591,0
26.5,106.01,15.0,0.16,2.41,0.368,0.831,4.5,4,2,7,2.0,0.06,0.4095,0
10.44,62.65,41.0,3.12,1.2,0.414,0.815,7.5,7,2,6,1.0,0.06,0.2827,0
23.76,95.04,30.0,0.52,1.19,0.375,0.735,3.5,5,3,7,1.0,0.06,0.3685,0
8.67,77.99,7.0,1.1,1.17,0.284,0.697,3.5,2,2,3,4.0,0.06,0.2668,1
8.03,32.12,319.0,0.0,4.75,0.02,0.024,4.5,9,9,3,1.0,0.1,0.188,0
7.18,78.96,4.0,0.12,1.44,0.147,0.42,3.0,5,5,5,1.0,0.06,0.3054,1
0.0,35.83,13.0,0.26,8.44,0.33,0.811,6.5,3,5,8,3.0,0.06,0.2338,0
19.46,77.84,10.0,0.12,2.62,0.128,0.484,6.5,4,9,3,2.0,0.06,0.332,1
11.49,68.92,14.0,0.26,0.86,0.184,0.469,3.0,7,8,3,1.0,0.013,0.3119,1
8.25,74.27,20.0,0.52,9.0,0.26,0.714,3.0,5,4,6,1.0,0.06,0.3551,0
0.0,0.0,11.0,0.26,1.03,0.333,0.611,6.0,6,4,2,1.0,0.06,0.1636,0
6.08,54.73,32.0,1.17,0.04,0.272,0.409,3.0,5,2,7,1.0,0.06,0.231,0
0.0,0.0,10.0,0.12,1.84,0.116,0.362,3.5,8,8,8,1.0,0.06,0.186,0
10.44,73.05,24.0,0.12,4.13,0.239,0.468,4.0,5,6,5,1.0,0.06,0.3131,0
7.25,36.23,817.0,4.08,0.97,0.263,0.659,2.5,7,5,3,1.0,0.06,0.1536,0
0.0,47.74,118.0,3.41,2.89,0.297,0.515,3.5,4,7,9,1.0,0.06,0.1747,0
12.0,84.01,19.0,0.33,0.62,0.277,0.401,5.0,5,5,4,4.0,0.06,0.3126,0
10.39,51.93,41.0,0.52,4.2,0.302,0.515,1.5,7,5,2,1.0,0.06,0.2866,0
0.0,34.18,13.0,0.91,1.64,0.243,0.339,3.0,7,6,7,1.0,0.06,0.2254,1
12.03,96.26,10.0,0.16,10.03,0.408,0.769,3.0,3,4,6,4.0,0.06,0.4037,0
9.25,46.23,1413.0,2.75,2.89,0.211,0.604,4.5,3,1,5,2.0,0.06,0.1481,0
10.48,10.48,18.0,0.26,1.32,0.469,0.796,3.0,7,10,5,3.0,0.1,0.2069,0
0.0,0.0,37.0,1.15,0.76,0.455,0.742,5.0,3,6,6,1.0,0.1,0.13,0
0.0,54.71,954.0,3.09,3.3,0.446,0.614,3.0,7,4,9,1.0,0.06,0.1769,0
0.0,42.14,8.0,0.12,7.16,-0.036,-0.166,5.0,7,4,1,6.0,0.06,0.2841,0
0.0,28.34,18.0,0.16,2.35,0.455,0.837,5.0,3,5,4,1.0,0.06,0.1801,0
0.0,0.0,6.0,0.12,1.44,0.187,0.17,5.0,7,4,7,1.0,0.06,0.1765,1
19.6,78.42,20.0,0.59,3.32,0.222,0.378,5.0,6,2,10,1.0,0.06,0.3603,0
9.86,69.01,28.0,0.59,2.13,0.311,0.708,6.5,6,9,6,3.0,0.06,0.2967,0
9.94,69.61,9.0,0.37,2.27,0.357,0.398,3.0,3,6,3,1.0,0.06,0.2741,1
40.01,80.01,18.0,3.37,0.86,0.292,0.486,2.5,7,4,3,1.0,0.06,0.4208,0
22.55,90.21,9.0,0.26,3.18,0.404,0.836,5.5,7,6,5,1.0,0.06,0.4165,0
12.57,37.53,6.0,0.26,3.41,0.45,0.851,2.0,7,3,6,1.0,0.06,0.2801,0
9.66,86.97,11.0,0.16,5.68,0.279,0.357,5.5,5,2,9,1.0,0.013,0.3623,1
6.92,48.44,68.0,2.76,4.35,0.266,0.424,4.0,3,9,8,1.0,0.06,0.2132,0
0.0,18.04,1260.0,1.4,0.65,0.304,0.462,5.5,7,3,6,1.0,0.06,0.1207,0
7.72,77.21,4.0,0.26,6.09,0.102,0.166,5.5,1,4,7,5.0,0.013,0.2922,1
0.0,80.52,72.0,1.09,1.45,0.348,0.702,5.0,7,4,8,1.0,0.06,0.2716,0
0.0,31.26,16.0,0.58,1.54,0.384,0.802,6.0,2,8,6,1.0,0.06,0.1716,0
30.63,30.63,11.0,0.16,1.5,0.05,0.265,4.0,9,2,8,1.0,0.06,0.3233,1
18.3,91.51,8.0,0.23,2.85,0.203,0.528,5.5,5,4,5,1.0,0.06,0.3747,1
7.72,77.21,5.0,0.33,0.4,0.135,0.354,5.0,6,2,3,6.0,0.06,0.3067,1
0.0,35.78,7.0,0.12,2.0,0.157,0.619,9.0,6,5,7,1.0,0.06,0.2232,0
0.0,12.48,187.0,3.49,1.2,0.466,0.866,7.0,3,7,2,2.0,0.06,0.0983,0
0.0,46.67,872.0,5.25,5.79,0.288,0.52,4.5,5,3,4,1.0,0.06,0.1634,0
16.36,16.36,42.0,0.91,0.48,0.396,0.795,4.0,9,4,5,1.0,0.013,0.2322,0
11.76,82.3,13.0,0.52,0.16,0.246,0.323,3.5,10,7,6,1.0,0.06,0.3757,0
36.75,110.26,14.0,0.16,1.32,0.343,0.783,4.5,1,6,3,1.0,0.06,0.3989,0
9.21,46.03,802.0,1.31,1.77,0.296,0.64,3.5,2,2,4,1.0,0.06,0.1351,0
25.14,75.43,16.0,0.46,1.89,0.345,0.773,4.0,8,7,8,1.0,0.06,0.3886,0
0.0,80.52,53.0,2.23,0.35,0.351,0.767,4.5,6,7,8,1.0,0.06,0.2624,0
9.98,19.95,319.0,0.0,5.19,0.003,0.044,5.5,6,7,1,1.0,0.06,0.1528,0
4.27,25.64,2047.0,1.23,6.02,0.173,0.618,2.0,4,7,8,1.0,0.1,0.1391,0
5.92,41.43,41.0,1.0,3.74,0.159,0.667,4.0,1,6,3,2.0,0.013,0.1903,0
28.42,28.42,367.0,0.59,0.5,0.333,0.864,3.5,1,1,7,1.0,0.06,0.1329,0
16.27,65.09,4.0,0.46,2.1,0.203,0.565,5.5,3,5,9,6.0,0.06,0.2842,1
21.07,21.07,69.0,1.87,0.85,0.373,0.833,4.5,3,1,8,1.0,0.06,0.1801,0
47.17,59.43,0.0,0.7,0.82,0.116,0.619,7.5,6,5,3,2.0,0.06,0.3957,1
42.17,52.83,32.0,1.53,0.94,0.244,0.583,7.0,5,3,7,1.0,0.06,0.3311,0
6.35,44.43,75.0,1.18,1.98,0.24,0.652,2.5,3,2,6,2.0,0.06,0.1875,0
0.0,40.44,7.0,0.42,0.16,0.269,0.526,4.5,3,7,3,1.0,0.06,0.1889,0
0.0,47.97,26.0,2.45,0.34,0.323,0.74,6.5,3,5,5,1.0,0.06,0.1921,0
37.15,37.15,8.0,0.23,1.76,-0.185,-0.135,3.5,2,1,7,1.0,0.06,0.2706,1
0.0,66.7,42.0,1.0,5.07,0.319,0.799,5.5,5,4,6,1.0,0.013,0.2688,0
0.0,29.67,46.0,0.58,0.24,0.435,0.806,5.0,5,8,4,1.0,0.1,0.1749,0
20.89,83.57,18.0,0.0,7.29,0.162,0.458,4.0,2,5,5,1.0,0.06,0.358,0
9.02,40.58,79.0,1.8,3.75,0.269,0.653,3.0,5,8,4,1.0,0.06,0.2162,0
21.5,85.99,6.0,0.48,6.54,0.445,0.86,5.5,4,8,3,1.0,0.06,0.3948,0
0.0,0.0,7.0,0.48,1.76,0.293,0.404,3.5,4,6,5,1.0,0.06,0.1531,0
9.07,72.58,27.0,0.42,1.77,0.322,0.745,5.0,3,4,6,2.0,0.013,0.2627,0
9.98,34.92,38.0,1.25,6.08,0.219,0.553,4.5,2,2,7,1.0,0.06,0.2155,0
11.26,56.32,18.0,0.0,3.16,0.378,0.755,5.0,1,3,6,1.0,0.06,0.2329,0
12.72,89.02,18.0,0.26,4.95,0.165,0.377,6.0,4,7,4,1.0,0.06,0.3508,0
12.3,45.84,10.0,0.23,8.6,0.423,0.727,6.5,2,5,4,4.0,0.06,0.2741,0
35.5,45.53,51.0,1.69,3.97,0.27,0.755,7.5,7,3,5,3.0,0.06,0.3372,0
10.73,53.63,19.0,0.46,2.28,0.414,0.827,2.0,5,7,3,1.0,0.06,0.2646,0
9.24,46.2,46.0,1.87,3.26,0.383,0.614,4.0,4,3,7,1.0,0.06,0.2291,0
22.67,90.67,13.0,0.33,0.81,0.366,0.825,4.5,5,5,10,1.0,0.06,0.364,0
11.46,80.19,34.0,0.26,9.08,0.367,0.703,5.0,5,6,3,2.0,0.06,0.3688,0
24.02,60.05,341.0,1.52,0.36,0.167,0.764,4.5,4,4,5,4.0,0.06,0.1877,0
13.62,95.37,40.0,1.71,2.52,0.314,0.66,5.5,6,3,5,1.0,0.06,0.3572,0
11.04,88.32,36.0,1.28,0.54,0.313,0.617,5.0,2,8,3,1.0,0.06,0.2699,0
0.0,49.52,839.0,6.92,0.64,0.305,0.635,1.0,6,5,5,1.0,0.06,0.1478,0
0.0,20.34,50.0,1.1,0.2,0.239,0.759,5.5,10,2,3,1.0,0.06,0.2055,0
6.32,56.92,24.0,0.26,3.73,0.211,0.678,6.5,9,10,6,1.0,0.06,0.3171,0
22.43,89.71,9.0,0.62,1.66,0.329,0.738,3.0,4,7,3,1.0,0.06,0.358,0
0.0,25.73,319.0,0.0,8.83,-0.111,0.049,3.0,8,5,8,1.0,0.06,0.1785,0
0.0,72.87,20.0,0.12,3.52,0.23,0.813,4.0,2,4,2,9.0,0.06,0.2462,0
10.72,75.03,51.0,1.99,0.15,0.335,0.513,4.5,8,6,7,1.0,0.06,0.305,0
10.42,62.53,17.0,0.48,0.02,0.27,0.471,3.0,1,8,3,1.0,0.06,0.2197,1
18.8,75.22,22.0,1.41,1.56,0.225,0.653,6.0,4,6,6,1.0,0.06,0.3077,0
0.0,21.41,98.0,0.0,2.7,-0.15,0.43,6.0,9,5,1,1.0,0.06,0.1906,1
23.66,94.63,16.0,0.12,2.62,0.334,0.734,4.5,4,6,2,1.0,0.06,0.3765,0
39.2,52.1,7.0,0.12,4.1,0.278,0.544,4.5,4,2,8,1.0,0.06,0.3525,0
6.72,53.74,35.0,0.33,0.4,0.176,0.448,4.5,4,1,6,2.0,0.1,0.2213,0
22.87,60.98,141.0,0.35,0.9,0.218,0.593,3.0,7,2,10,1.0,0.013,0.2511,0
12.23,85.59,31.0,0.63,4.27,0.299,0.363,5.0,5,9,7,1.0,0.06,0.3407,0
9.01,27.02,394.0,0.0,9.66,-0.031,0.124,6.5,1,8,5,1.0,0.06,0.1441,0
14.33,57.3,2.0,0.78,0.23,0.189,0.619,3.0,3,9,4,1.0,0.06,0.2514,1
42.67,42.67,89.0,2.54,2.39,0.274,0.777,6.5,5,5,1,2.0,0.06,0.2882,0
14.11,70.54,3.0,0.16,4.91,0.163,0.167,6.5,7,8,5,1.0,0.06,0.3668,1
0.0,0.0,7.0,0.12,3.72,0.253,0.539,2.0,9,4,6,3.0,0.013,0.2088,0
6.84,61.55,35.0,1.21,1.93,0.227,0.656,6.0,9,5,2,1.0,0.06,0.3053,0
9.71,29.14,132.0,2.1,1.04,0.134,0.598,5.0,4,6,7,1.0,0.06,0.1528,0
0.0,15.3,8.0,1.47,0.88,0.26,0.689,6.5,5,7,4,1.0,0.06,0.1757,0
11.05,66.3,16.0,0.26,2.24,0.403,0.768,5.0,3,1,4,15.0,0.013,0.2665,0
10.95,98.59,36.0,1.1,3.82,0.278,0.567,6.5,8,4,4,4.0,0.06,0.3991,0
6.52,39.1,0.0,0.12,1.04,0.048,0.619,7.5,10,3,5,1.0,0.06,0.2877,0
20.18,70.64,10.0,0.12,3.27,0.216,0.389,5.0,4,2,9,1.0,0.013,0.325,1
21.12,63.35,136.0,1.74,0.29,0.286,0.538,6.0,3,3,3,1.0,0.06,0.2069,0
0.0,0.0,9.0,0.74,1.29,0.141,0.562,8.0,7,5,5,4.0,0.013,0.1743,0
17.2,68.8,3.0,0.26,0.85,0.185,0.28,5.0,3,4,6,1.0,0.06,0.2842,1
10.61,106.07,10.0,0.12,2.62,0.229,0.295,6.0,5,4,9,2.0,0.06,0.379,0
43.61,43.61,3.0,0.48,2.58,0.176,0.501,7.5,3,5,7,1.0,0.06,0.3236,1
10.39,51.93,42.0,0.78,3.98,0.37,0.68,4.0,4,6,3,4.0,0.06,0.2491,0
8.15,81.52,46.0,0.33,0.4,0.2,0.714,4.5,4,6,6,1.0,0.06,0.2665,0
41.68,41.68,5.0,0.12,4.37,0.176,0.441,4.5,8,6,3,1.0,0.06,0.3976,0
21.9,109.51,350.0,0.99,1.28,0.243,0.789,3.0,4,9,1,1.0,0.06,0.27,0
0.0,0.0,110.0,2.77,1.32,0.127,0.685,5.5,10,6,4,1.0,0.06,0.1575,0
0.0,34.89,37.0,0.12,1.84,0.475,0.869,4.5,5,6,4,1.0,0.06,0.196,0
19.45,97.23,9.0,0.23,0.97,0.245,0.6,5.5,4,5,6,1.0,0.1,0.3586,0
0.0,28.56,9.0,0.33,4.21,0.406,0.822,4.0,3,6,5,1.0,0.06,0.1959,0
6.0,72.04,52.0,0.94,2.27,0.247,0.807,6.5,4,5,9,1.0,0.06,0.2549,0
5.28,42.24,18.0,0.35,0.9,0.167,0.347,6.0,5,8,9,1.0,0.06,0.2221,0
0.0,19.65,319.0,0.0,3.65,-0.055,0.027,4.5,3,6,2,6.0,0.06,0.11,0
47.17,59.43,2.0,0.37,2.54,0.17,0.352,6.5,5,5,5,1.0,0.06,0.3963,1
0.0,55.41,28.0,1.88,0.79,0.133,0.548,3.0,5,2,3,1.0,0.06,0.2253,0
11.99,83.91,33.0,0.48,0.58,0.208,0.333,5.5,4,4,6,1.0,0.06,0.2905,1
9.94,29.83,124.0,1.93,1.9,0.203,0.206,4.5,4,6,4,1.0,0.1,0.1618,0
12.49,87.44,15.0,0.0,2.96,0.424,0.807,4.5,6,3,4,3.0,0.06,0.358,0
23.51,105.78,13.0,0.12,2.89,0.178,0.408,5.0,5,9,4,1.0,0.013,0.42,0
17.98,71.91,9.0,0.58,0.23,0.341,0.67,5.0,1,7,2,1.0,0.1,0.2598,0
22.56,101.51,38.0,0.35,1.15,0.314,0.585,4.0,10,3,7,2.0,0.06,0.4453,1
0.0,14.07,8.0,0.0,6.93,0.321,0.606,5.0,4,4,5,1.0,0.1,0.2017,0
12.62,88.32,38.0,0.16,1.09,0.25,0.265,5.0,5,6,6,2.0,0.1,0.3148,1
7.72,77.21,5.0,0.26,6.82,0.048,0.619,5.0,3,6,5,2.0,0.06,0.3233,1
49.1,61.8,16.0,0.63,1.36,0.351,0.562,5.5,10,5,7,1.0,0.013,0.4596,0
0.0,0.0,0.0,0.0,2.95,0.123,0.495,5.5,3,9,6,2.0,0.06,0.1542,1
6.39,51.11,97.0,1.9,6.24,0.241,0.701,3.5,7,3,2,1.0,0.06,0.2575,0
26.19,104.76,19.0,0.23,11.73,0.415,0.77,5.0,5,7,2,2.0,0.06,0.5098,0
12.4,37.2,65.0,0.71,0.95,0.16,0.376,5.5,3,2,8,1.0,0.06,0.1878,0
10.84,75.91,39.0,1.14,0.33,0.292,0.493,4.5,6,6,3,1.0,0.013,0.291,0
29.42,53.63,43.0,1.61,3.26,0.42,0.838,6.5,1,5,2,1.0,0.06,0.26,0
13.68,68.38,7.0,0.33,2.59,0.257,0.497,2.5,4,3,3,1.0,0.1,0.298,0
21.81,76.35,15.0,0.35,2.28,0.281,0.63,4.0,5,7,6,1.0,0.06,0.3429,1
0.0,0.0,52.0,0.48,7.57,0.345,0.75,6.0,6,4,6,8.0,0.06,0.1834,0
0.0,46.14,12.0,0.59,1.56,0.119,0.144,7.0,4,6,1,1.0,0.06,0.2137,1
0.0,83.44,34.0,0.16,2.54,0.363,0.766,6.0,6,4,6,1.0,0.06,0.297,0
6.16,61.62,18.0,0.68,8.1,0.179,0.315,5.0,9,6,3,1.0,0.06,0.3699,0
0.0,0.0,2.0,0.23,1.15,0.185,0.619,7.5,5,5,2,3.0,0.06,0.1598,1
0.0,65.15,102.0,0.33,1.95,0.191,0.303,3.0,3,5,4,1.0,0.06,0.1916,0
14.11,70.54,3.0,0.12,3.31,0.138,0.115,5.5,4,4,3,2.0,0.06,0.3121,1
0.0,30.38,125.0,3.09,3.83,0.199,0.662,7.0,8,2,9,2.0,0.06,0.1887,0
6.84,61.55,71.0,0.82,1.19,0.28,0.698,5.0,6,7,6,1.0,0.06,0.2424,0
7.64,84.09,5.0,0.12,4.38,0.277,0.652,3.5,4,3,3,5.0,0.06,0.3289,1
0.0,82.15,21.0,0.37,0.51,0.267,0.583,6.0,6,5,4,3.0,0.06,0.2858,0
8.04,80.37,2.0,0.42,1.17,0.102,0.274,9.0,4,3,6,1.0,0.06,0.2969,1
0.0,0.0,319.0,0.0,5.42,-0.021,0.062,3.5,6,6,7,1.0,0.1,0.1168,0
6.98,69.76,2.0,0.63,1.2,0.114,0.379,2.5,3,7,4,1.0,0.06,0.2623,1
18.09,45.22,141.0,0.68,2.22,0.244,0.619,5.5,9,2,6,2.0,0.06,0.244,0
26.5,106.01,14.0,0.16,4.45,0.403,0.842,4.5,6,7,7,1.0,0.06,0.4598,0
0.0,55.22,9.0,0.58,0.63,0.122,0.171,3.5,2,3,6,1.0,0.1,0.2032,0
0.0,8.99,11.0,0.73,9.52,0.34,0.697,4.5,6,3,5,1.0,0.06,0.23,0
25.92,103.68,20.0,0.62,2.4,0.371,0.731,6.0,4,4,10,1.0,0.06,0.3987,0
8.2,73.78,3.0,0.35,0.34,0.071,0.619,4.0,7,8,4,1.0,0.06,0.3149,1
6.8,47.57,68.0,5.45,1.99,0.351,0.824,5.5,5,4,4,1.0,0.06,0.2159,0
34.09,45.55,15.0,0.73,1.34,0.271,0.439,3.5,4,6,2,1.0,0.06,0.2949,0
26.46,26.46,8.0,0.0,7.11,-0.076,-0.088,5.0,10,3,7,4.0,0.06,0.3682,1
10.8,21.6,324.0,0.12,6.23,0.106,0.315,3.5,4,4,3,1.0,0.06,0.1461,0
0.0,85.45,518.0,3.49,0.2,0.147,0.648,3.5,3,6,4,1.0,0.1,0.166,0
16.17,97.03,41.0,2.57,1.83,0.296,0.579,5.5,3,5,6,3.0,0.06,0.3211,0
0.0,48.2,3.0,1.14,1.04,-0.056,0.166,6.5,4,3,7,1.0,0.06,0.218,1
8.72,87.18,4.0,0.12,3.1,0.264,0.563,4.5,6,7,2,1.0,0.013,0.3548,1
0.0,35.92,11.0,0.12,2.69,0.026,-0.034,2.0,5,3,7,6.0,0.013,0.2158,1
0.0,60.54,15.0,1.25,0.24,0.246,0.524,3.5,3,1,4,1.0,0.06,0.2158,1
10.65,95.83,12.0,0.81,9.99,0.302,0.584,5.0,4,6,7,1.0,0.06,0.411,1
26.5,106.01,19.0,0.7,2.07,0.378,0.768,4.0,4,4,4,4.0,0.06,0.4034,0
0.0,58.92,808.0,2.84,2.74,0.181,0.321,7.0,6,6,3,2.0,0.06,0.1707,0
0.0,0.0,5.0,0.12,4.71,0.112,0.619,9.0,5,3,6,1.0,0.06,0.1785,0
0.0,45.76,6.0,0.66,0.26,0.194,0.532,4.5,5,7,4,2.0,0.06,0.2175,1
9.21,32.22,81.0,1.47,3.21,0.19,0.37,5.5,5,4,8,2.0,0.06,0.1992,0
0.0,69.76,14.0,0.42,2.9,0.332,0.476,6.0,2,6,5,1.0,0.06,0.2396,0
13.6,68.01,21.0,0.37,0.29,0.33,0.652,6.0,3,3,4,1.0,0.06,0.2582,0
11.26,78.82,84.0,3.12,1.89,0.357,0.432,7.0,4,6,9,1.0,0.06,0.2591,0
18.72,84.23,25.0,0.63,0.67,0.251,0.492,3.5,5,5,6,1.0,0.06,0.3291,0
14.94,14.94,51.0,0.94,4.65,0.32,0.639,7.5,3,7,7,1.0,0.06,0.1903,0
0.0,0.0,6.0,0.37,0.69,0.301,0.555,5.5,5,5,1,2.0,0.06,0.1557,1
0.0,0.0,17.0,1.1,1.72,0.299,0.825,6.5,7,5,7,2.0,0.06,0.1733,0
6.2,68.21,67.0,0.33,8.72,0.243,0.775,5.5,7,4,8,1.0,0.06,0.329,0
10.65,95.83,15.0,0.78,2.93,0.276,0.633,5.5,5,2,9,1.0,0.06,0.3563,0
34.09,45.55,6.0,0.23,4.2,0.059,0.619,5.5,5,4,5,1.0,0.1,0.3384,1
37.19,37.19,14.0,0.12,4.54,0.165,0.224,6.0,6,7,4,1.0,0.06,0.3413,1
9.35,28.04,394.0,1.04,2.0,0.048,0.28,4.5,3,1,3,2.0,0.06,0.1242,0
25.17,88.09,23.0,0.26,1.55,0.275,0.683,6.5,2,6,6,1.0,0.06,0.3254,0
29.5,29.5,10.0,0.12,1.84,0.1,0.471,4.5,6,7,6,2.0,0.06,0.2834,1
28.49,56.99,7.0,0.48,0.02,0.159,0.284,4.5,4,2,5,1.0,0.06,0.2956,1
10.9,76.29,12.0,0.26,7.93,0.16,0.154,3.0,1,3,4,1.0,0.06,0.3097,1
0.0,77.29,565.0,3.2,1.32,0.234,0.854,4.0,9,2,8,1.0,0.06,0.2166,0
0.0,22.32,18.0,0.78,3.23,0.455,0.68,4.0,3,5,8,1.0,0.1,0.177,0
9.68,87.12,30.0,0.47,0.05,0.239,0.481,4.5,6,9,5,1.0,0.06,0.3131,0
13.14,65.72,3.0,0.23,2.96,-0.003,0.619,5.0,10,4,5,1.0,0.06,0.3771,0
11.24,27.15,6.0,0.78,2.08,0.162,0.659,5.0,4,5,10,1.0,0.013,0.2156,1
0.0,0.0,22.0,0.84,1.71,0.294,0.674,4.0,6,6,4,1.0,0.06,0.1628,0
9.22,64.55,107.0,2.54,1.2,0.375,0.729,5.5,4,7,3,1.0,0.06,0.2129,0
9.27,27.8,74.0,1.85,4.64,0.168,0.583,6.0,7,3,6,1.0,0.06,0.2256,0
8.09,32.37,319.0,0.0,4.4,0.045,0.302,3.0,7,10,3,5.0,0.06,0.1688,0
0.0,0.0,590.0,2.58,2.81,0.271,0.795,5.0,7,6,4,1.0,0.06,0.1123,0
0.0,48.52,4.0,0.49,0.22,0.241,0.619,5.0,3,3,5,1.0,0.06,0.2026,1
24.83,99.32,12.0,0.12,5.32,0.43,0.808,7.0,3,6,5,1.0,0.06,0.4049,0
0.0,0.0,4.0,0.35,0.74,-0.0,0.619,5.0,5,5,6,1.0,0.06,0.1568,1
0.0,0.0,9.0,0.94,3.23,0.398,0.702,5.5,4,6,5,1.0,0.06,0.1601,0
56.34,69.3,19.0,0.63,2.71,0.234,0.473,5.0,3,5,3,1.0,0.06,0.4084,0
10.28,71.99,63.0,1.16,0.58,0.339,0.78,4.0,4,6,4,1.0,0.06,0.2466,0
0.0,20.22,56.0,1.61,5.96,0.279,0.767,5.5,5,4,3,3.0,0.06,0.1914,0
0.0,0.0,12.0,0.26,3.79,0.168,0.621,5.5,7,10,4,1.0,0.013,0.1878,0
0.0,0.0,627.0,2.47,1.37,0.231,0.724,7.5,6,2,1,1.0,0.06,0.1011,0
0.0,68.93,23.0,0.49,3.95,0.365,0.681,6.5,6,6,4,1.0,0.06,0.2875,0
